Project;Version;Filename;Creation;Last Modified;Size;NR;Age
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestSpeculativeRead.java;2012-12-03;2017-06-01;337;5;234
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;2011-03-31;2017-06-01;1319;11;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java;2011-03-31;2017-06-01;490;9;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java;2012-03-08;2017-06-01;620;7;273
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/IndexInMemPageMgr.java;2013-10-11;2017-06-01;714;4;189
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/IndexPersistenceMgr.java;2013-10-11;2017-06-01;611;4;189
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java;2012-04-17;2017-06-01;1049;8;267
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SyncThread.java;2013-05-09;2017-06-01;191;3;212
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java;2011-03-31;2017-06-01;1361;8;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java;2011-10-27;2017-06-01;1289;11;292
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieInfoReader.java;2017-03-28;2017-06-01;277;1;9
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ExplicitLacFlushPolicy.java;2017-01-31;2017-06-01;161;1;17
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;2011-03-31;2017-06-01;1458;12;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandleAdv.java;2015-10-22;2017-06-01;242;2;84
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;2011-03-31;2017-06-01;664;9;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;2011-03-31;2017-06-01;253;6;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java;2011-03-31;2017-06-01;297;9;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadLacOp.java;2017-01-31;2017-06-01;145;1;17
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java;2011-07-28;2017-06-01;124;5;305
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java;2011-11-16;2017-06-01;206;7;289
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/TopologyAwareEnsemblePlacementPolicy.java;2016-10-13;2017-06-01;471;1;33
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/WeightedRandomSelection.java;2017-03-28;2017-06-01;163;1;9
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java;2011-11-28;2017-06-01;537;9;287
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java;2011-11-28;2017-06-01;258;4;287
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java;2011-11-28;2017-06-01;311;6;287
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongZkLedgerIdGenerator.java;2017-05-02;2017-06-01;341;1;4
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java;2012-12-12;2017-06-01;718;6;233
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerIdGenerator.java;2015-09-15;2017-06-01;155;3;89
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java;2012-08-14;2017-06-01;730;7;250
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java;2016-04-05;2017-06-01;397;2;60
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/GetBookieInfoProcessorV3.java;2017-03-28;2017-06-01;96;1;9
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ReadEntryProcessor.java;2014-07-25;2017-06-01;149;4;148
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ReadEntryProcessorV3.java;2014-07-25;2017-06-01;172;3;148
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java;2012-08-27;2017-06-01;546;6;248
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java;2012-10-04;2017-06-01;59;2;243
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java;2012-08-24;2017-06-01;580;7;248
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/SASLBookieAuthProvider.java;2017-05-25;2017-06-01;75;1;1
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/SASLBookieAuthProviderFactory.java;2017-05-25;2017-06-01;219;1;1
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/SASLClientAuthProvider.java;2017-05-25;2017-06-01;103;1;1
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/SASLClientProviderFactory.java;2017-05-25;2017-06-01;158;1;1
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/SaslClientState.java;2017-05-25;2017-06-01;190;1;1
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/SaslServerState.java;2017-05-25;2017-06-01;248;1;1
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/TGTRefreshThread.java;2017-05-25;2017-06-01;276;1;1
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java;2012-10-25;2017-06-01;186;5;240
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;2011-03-31;2017-06-05;2426;11;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java;2012-06-13;2017-06-05;2447;9;259
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;2011-03-31;2017-06-05;1323;11;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java;2011-03-31;2017-06-05;496;9;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java;2012-03-08;2017-06-05;622;7;273
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/IndexInMemPageMgr.java;2013-10-11;2017-06-05;718;4;190
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/IndexPersistenceMgr.java;2013-10-11;2017-06-05;613;4;190
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java;2012-04-17;2017-06-05;1056;8;267
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java;2012-03-20;2017-06-05;156;7;271
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java;2012-10-18;2017-06-05;507;6;241
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsMonitor.java;2017-06-05;2017-06-05;191;1;0
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SyncThread.java;2013-05-09;2017-06-05;193;3;212
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java;2011-03-31;2017-06-05;1362;8;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java;2011-10-27;2017-06-05;1299;11;292
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieInfoReader.java;2017-03-28;2017-06-05;291;1;9
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ExplicitLacFlushPolicy.java;2017-01-31;2017-06-05;170;1;17
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;2011-03-31;2017-06-05;1473;12;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandleAdv.java;2015-10-22;2017-06-05;244;2;84
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;2011-03-31;2017-06-05;670;9;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;2011-03-31;2017-06-05;261;6;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ListenerBasedPendingReadOp.java;2017-06-05;2017-06-05;70;1;0
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java;2011-03-31;2017-06-05;299;9;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadLacOp.java;2017-01-31;2017-06-05;146;1;17
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;2011-03-31;2017-06-05;707;9;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java;2011-07-28;2017-06-05;126;5;305
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java;2011-11-16;2017-06-05;208;7;289
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/TopologyAwareEnsemblePlacementPolicy.java;2016-10-13;2017-06-05;475;1;33
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/WeightedRandomSelection.java;2017-03-28;2017-06-05;170;1;9
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java;2011-11-18;2017-06-05;1162;11;289
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java;2011-11-18;2017-06-05;2171;10;289
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java;2011-11-28;2017-06-05;555;9;288
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java;2011-11-28;2017-06-05;261;4;288
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java;2011-11-28;2017-06-05;313;6;288
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LongZkLedgerIdGenerator.java;2017-05-02;2017-06-05;349;1;4
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java;2012-12-12;2017-06-05;730;6;233
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerIdGenerator.java;2015-09-15;2017-06-05;157;3;89
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java;2012-08-14;2017-06-05;752;7;250
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java;2016-04-05;2017-06-05;401;2;60
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java;2011-03-31;2017-06-05;248;10;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java;2011-03-31;2017-06-05;175;4;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/GetBookieInfoProcessorV3.java;2017-03-28;2017-06-05;101;1;9
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java;2011-03-31;2017-06-05;1358;12;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ReadEntryProcessor.java;2014-07-25;2017-06-05;154;4;149
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ReadEntryProcessorV3.java;2014-07-25;2017-06-05;174;3;149
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java;2012-08-27;2017-06-05;548;6;249
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java;2012-10-04;2017-06-05;62;2;243
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java;2012-08-24;2017-06-05;589;7;249
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/SASLBookieAuthProvider.java;2017-05-25;2017-06-05;77;1;1
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/SASLBookieAuthProviderFactory.java;2017-05-25;2017-06-05;221;1;1
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/SASLClientAuthProvider.java;2017-05-25;2017-06-05;105;1;1
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/SASLClientProviderFactory.java;2017-05-25;2017-06-05;160;1;1
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/SaslClientState.java;2017-05-25;2017-06-05;200;1;1
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/SaslServerState.java;2017-05-25;2017-06-05;258;1;1
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/TGTRefreshThread.java;2017-05-25;2017-06-05;280;1;1
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java;2012-10-18;2017-06-05;249;5;241
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java;2011-03-31;2017-06-05;399;9;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java;2012-10-25;2017-06-05;189;5;240
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieInitializationTest.java;2012-07-05;2017-06-05;457;8;256
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/IndexPersistenceMgrTest.java;2014-12-04;2017-06-05;131;2;130
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/TestLedgerDirsManager.java;2012-12-12;2017-06-05;524;6;233
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestParallelRead.java;2017-06-05;2017-06-05;276;1;0
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestReadEntryListener.java;2017-06-05;2017-06-05;304;1;0
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestSpeculativeRead.java;2012-12-03;2017-06-05;337;5;235
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookKeeperServerStats.java;2014-08-06;2017-06-05;120;3;147
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java;2012-03-20;2017-06-05;90;4;271
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtoEncoding.java;2013-02-12;2017-06-05;467;6;224
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java;2011-03-31;2017-06-05;538;7;322
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestProcessor.java;2014-01-21;2017-06-05;255;4;175
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PacketProcessorBaseV3.java;2014-07-25;2017-06-05;93;4;149
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ReadLacProcessorV3.java;2017-01-31;2017-06-05;114;1;17
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/RequestUtils.java;2017-06-05;2017-06-05;38;1;0
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/WriteLacProcessorV3.java;2017-01-31;2017-06-05;115;1;17
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookKeeperServerStats.java;2014-08-06;2017-06-10;143;3;148
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;2011-03-31;2017-06-10;2378;11;323
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java;2012-03-20;2017-06-10;91;4;272
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;2011-03-31;2017-06-10;720;9;323
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtoEncoding.java;2013-02-12;2017-06-10;466;6;225
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java;2011-03-31;2017-06-10;545;7;323
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestProcessor.java;2014-01-21;2017-06-10;292;4;176
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java;2011-03-31;2017-06-10;257;4;323
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/GetBookieInfoProcessorV3.java;2017-03-28;2017-06-10;101;1;10
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PacketProcessorBaseV3.java;2014-07-25;2017-06-10;106;4;150
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ReadEntryProcessorV3.java;2014-07-25;2017-06-10;337;3;150
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ReadLacProcessorV3.java;2017-01-31;2017-06-10;114;1;18
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/WriteLacProcessorV3.java;2017-01-31;2017-06-10;115;1;18
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/BKDistributedLogNamespace.java;2017-01-05;2017-06-12;320;1;22
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/impl/BKNamespaceDriver.java;2017-01-05;2017-06-12;631;1;22
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/thrift/AccessControlEntry.java;2017-06-12;2017-06-12;793;1;0
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/thrift/BKDLConfigFormat.java;2017-06-12;2017-06-12;1335;1;0
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/thrift/package-info.java;2017-06-12;2017-06-12;21;1;0
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/util/DLUtils.java;2017-01-05;2017-06-12;369;1;22
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/util/Utils.java;2017-01-05;2017-06-12;639;1;22
BOOKKEEPER;refs/tags/release-4.5.0;src/test/java/org/apache/distributedlog/TestBKDistributedLogNamespace.java;2017-01-05;2017-06-12;469;1;22
BOOKKEEPER;refs/tags/release-4.5.0;src/test/java/org/apache/distributedlog/util/TestDLUtils.java;2017-01-05;2017-06-12;307;1;22
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/exceptions/StatusCode.java;2017-06-12;2017-06-12;122;1;0
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/io/package-info.java;2016-05-09;2017-06-12;21;1;57
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/package-info.java;2016-05-09;2017-06-12;21;1;57
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/util/package-info.java;2016-05-09;2017-06-12;21;1;57
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerMetadataCreationTest.java;2017-06-12;2017-06-12;172;1;0
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestZkUtils.java;2017-06-12;2017-06-12;87;1;0
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;2011-03-31;2017-06-21;261;6;324
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;2011-03-31;2017-06-21;734;9;324
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java;2011-11-18;2017-06-21;1163;11;291
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java;2011-03-31;2017-06-21;1373;12;324
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestPiggybackLAC.java;2017-06-21;2017-06-21;80;1;0
BOOKKEEPER;refs/tags/release-4.5.0;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java;2011-03-31;2017-06-21;291;9;324
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/common/annotations/DistributedLogAnnotations.java;2017-06-21;2017-06-21;35;1;0
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/common/annotations/package-info.java;2017-06-21;2017-06-21;21;1;0
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/common/concurrent/AsyncSemaphore.java;2017-06-21;2017-06-21;160;1;0
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/common/concurrent/FutureEventListener.java;2017-06-21;2017-06-21;44;1;0
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/common/concurrent/FutureUtils.java;2017-06-21;2017-06-21;376;1;0
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/common/concurrent/package-info.java;2017-06-21;2017-06-21;22;1;0
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/common/config/ConcurrentBaseConfiguration.java;2017-06-21;2017-06-21;71;1;0
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/common/config/ConcurrentConstConfiguration.java;2017-06-21;2017-06-21;32;1;0
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/common/config/ConfigurationListener.java;2017-06-21;2017-06-21;32;1;0
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/common/config/ConfigurationSubscription.java;2017-06-21;2017-06-21;187;1;0
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/common/config/FileConfigurationBuilder.java;2017-06-21;2017-06-21;28;1;0
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/common/config/PropertiesConfigurationBuilder.java;2017-06-21;2017-06-21;39;1;0
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/common/config/package-info.java;2017-06-21;2017-06-21;21;1;0
BOOKKEEPER;refs/tags/release-4.5.0;src/main/java/org/apache/distributedlog/common/functions/VoidFunctions.java;2017-06-21;2017-06-21;31;1;0
